ID,tweet_text,tweet text,0
2813,"b'By now I expect Ize-Iyamu, Oshiomole and Tinubu to have called @GovernorObaseki  and @EdoStateGovt to congratulate him for a well deserved victory \xe2\x9c\x8c\xef\xb8\x8f  #EdoDecides2020 #EdoNoBeLagos #EdoElection #EdoPassThem'", By now expect Ize Iyamu Oshiomole and Tinubu to have called and to congratulate him for well deserved victory xe xef xb ,0
2814,"b'This have proven that Bola Tinubu and Tony Kabaka are politically useless. If you heard them talking during the campaign, one may be tempted to think they are god themselves .Imagine how they was insulting the governor. #EdoDecides #EdoDecides2020 #EdoElection #Edo2020'", This have proven that Bola Tinubu and Tony Kabaka are politically useless If you heard them talking during the campaign one may be tempted to think they are god themselves Imagine how they was insulting the governor ,1
2815,b'Ondo people next month to do the needful the way Edo people do the needful #EdoNoBeLagos #EdoElection #EdoDecides2020 #OndoDeservesBetter https://t.co/ACVG3FkDwf', Ondo people next month to do the needful the way Edo people do the needful ,0
2816,"b'This Edo election has truly shown that people owns power and not GodFather.  Dear @GovernorObaseki, Kindly note that  your state deserves nothing in return than good governance. #EdoDecides2020 #EdoNoBeLagos #EdoElection'", This Edo election has truly shown that people owns power and not GodFather Dear Kindly note that your state deserves nothing in return than good governance ,1
2817,"b'Official results of Edo state 2020 Governorship Election   Ikpoba Okha (as announced by INEC)  APC - 18,218 PDP - 41,030  #EdoDecides2020  #EdoElection'", Official results of Edo state Governorship Election Ikpoba Okha as announced by INEC APC PDP ,0
2818,"b'Official results of the Edo state governorship election   Ikpoba Okha (as announced by INEC)  APC - 18,218 PDP - 41,030  Calculate the difference between Obaseki and Godfatherism   #EdoDecides2020  #EdoElection'", Official results of the Edo state governorship election Ikpoba Okha as announced by INEC APC PDP Calculate the difference between Obaseki and Godfatherism ,1
2819,b'APC Don turn NCDC #EdoNoBeLagos #EdoElection #EdoDecides2020 https://t.co/B1Lfb0BrcN', APC Don turn NCDC ,0
2820,"b""HAPPENING NOW: INEC's Collation Committee is set to announce the official results of the election from all local governments. Party agents are also present at the meeting.  Follow live updates here: https://t.co/f3mlT6il6h\xe2\x80\xa6  #EdoDecides2020  #EdoElection   @channelstv""", HAPPENING NOW INEC Collation Committee is set to announce the official results of the election from all local governments Party agents are also present at the meeting Follow live updates here ,0
2821,"b""Greed, bad leadership, hypocrisy and corruption made oshiomhole to fade out immediately..... You can't be what you fought\xf0\x9f\xa4\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f against... Most things that brought you to power you went against all.... Fraudulent oshiomhole.... #EdoNoBeLagos #EdoElection #EdoDecides #EdoDecides2020""", Greed bad leadership hypocrisy and corruption made oshiomhole to fade out immediately You can not be what you fought xf xa xbc xe xe xef xb against Most things that brought you to power you went against all Fraudulent oshiomhole ,1
2822,"b'Official declared results of the Edo state governorship election as announced by the Collation Officer   Esan Central (as announced by INEC)  APC - 6,719 PDP - 10,794  Power belongs to the people #EdoDecides2020  #EdoElection'", Official declared results of the Edo state governorship election as announced by the Collation Officer Esan Central as announced by INEC APC PDP Power belongs to the people ,0
2823,b'Somebody checkup on oshiomole. All lives matter please \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82#EdoDecides2020 #EdoElection', Somebody checkup on oshiomole All lives matter please xf xf xf ,0
2824,"b'The gud and brilliant people of #Edo state is liberated today from #GodFatherism.  #Lagos state, U people can also do the same.  #VoteAndDefendYourVote #ComeOutInMassAndVote  #God bless Edo pple.  #EdoDecides2020 #EdoElection @inecnigeria  Congrats Obaseki #ObasekiCoastsToVictory'", The gud and brilliant people of state is liberated today from state you people can also do the same bless Edo pple Congrats Obaseki ,0
2825,"b'Official results of the Edo state governorship election   Esan Central (as announced by INEC)  APC - 6,719 PDP - 10,694  #EdoDecides2020  #EdoElection  #CTVLiveTweets  @channelstv'", Official results of the Edo state governorship election Esan Central as announced by INEC APC PDP ,0
2826,"b'I will try juxtapose 2016 Edo state Governorship election results with INEC-announced 2020 results, so you can see how both parties fared.   #EdoElection #EdoDecides2020   #Thread'", will try juxtapose Edo state Governorship election results with INEC announced results so you can see how both parties fared ,0
2827,b'Official results of the Edo state governorship election   Igueben LG (as announced by INEC)  APC - 5199 PDP - 7870  #EdoDecides2020  #EdoElection  #CTVLiveTweets @channelstv', Official results of the Edo state governorship election Igueben LG as announced by INEC APC PDP ,0
2828,"b'@lollylarry1 BREAKING: Results From Seven LGAs Announced, Eleven Being Expected -- Obaseki Has Five, Ize-Iyamu Two #EdoDecides2020 #Edo2020 #EdoElection   Calm down!'", BREAKING Results From Seven LGAs Announced Eleven Being Expected Obaseki Has Five Ize Iyamu Two Calm down ,0
2829,"b'Official results of the Edo state governorship election   Esan Central (as announced by INEC)  APC - 6,719 PDP - 10,694  Official results of the Edo state governorship election   Esan North-East (as announced by INEC)  APC - 6,556 PDP - 13,579  #EdoDecides2020  #EdoElection'", Official results of the Edo state governorship election Esan Central as announced by INEC APC PDP Official results of the Edo state governorship election Esan North East as announced by INEC APC PDP ,0
2830,b'Follow @thecableng for proper update on #EdoDecides2020 #EdoDecides #EdoElection they are doing a wonderful job!', Follow for proper update on they are doing wonderful job ,0
2831,"b'Just In: @GovernorObaseki @OfficialPDPNig leads with 63,313 votes from 13 LG announce.  5 more to go.   @Tutsy22 @von_Bismack @RealSolaKuti @BabaKNaija @ose_anenih @AnthonyEhilebo   #EdoDecides2020 #EdoElection #EdoDecides https://t.co/NdQ6cdDyzu'", Just In leads with votes from LG announce more to go ,0
2832,"b'Results of the Edo state governorship election as announced by INEC  Esan North-East LGA  APC - 6,556 PDP - 13,579  #EdoDecides2020  #EdoElection #Edo2020 #TheTimeNG'", Results of the Edo state governorship election as announced by INEC Esan North East LGA APC PDP ,0
2833,"b'@thecableng BREAKING: Results From Seven LGAs Announced, Eleven Being Expected -- Obaseki Has Five, Ize-Iyamu Two #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/E1eKhX5YWH https://t.co/AveYhBgUJs'", BREAKING Results From Seven LGAs Announced Eleven Being Expected Obaseki Has Five Ize Iyamu Two FOLLOW LIVE ,0
2834,b'Local Government Result Collation Ongoing In Benin City.   #EdoDecides2020 #EdoElection #edodecide2020', Local Government Result Collation Ongoing In Benin City ,0
2835,"b'This man on @channelstv is saying VORERS \xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82  Whatever sir as far as we hear the numbers well , others are insignificant.  #EdoDecides2020  #EdoElection'", This man on is saying VORERS xf xa xa xf xf xf xf Whatever sir as far as we hear the numbers well others are insignificant ,0
2836,"b'INEC has announced results from ten (10) LGAs, and the results is currently Godwin Obaseki (PDP) leading Ize-Iyamu (APC) 8-2 with over 50k margin.  Eight (8) more LGAs to know the final of this Edo Election. #EdoDecides2020 #EdoDecides #EdoElection'", INEC has announced results from ten LGAs and the results is currently Godwin Obaseki PDP leading Ize Iyamu APC with over margin Eight more LGAs to know the final of this Edo Election ,0
2837,b'I\xe2\x80\x99m now stalked to @channelstv till whenever the final result is announce.  #EdoElection  #EdoDecides2020', xe now stalked to till whenever the final result is announce ,0
2838,"b'#Edoelection Results: Egor LGA   APC - 10, 202 PDP - 27, 621  Follow our Liveblog for more updates&gt;&gt;&gt;https://t.co/5YhnMUUfaG  #EdoDecides2020 #Edoelection #EdoDecides'", Results Egor LGA APC PDP Follow our Liveblog for more updates gt gt gt ,0
2839,b'Waiting for Oredo results like   #Oredo #EdoElection  #EdoNoBeLagos  #EdoDecides2020 https://t.co/1VyTuBpWPC', Waiting for Oredo results like ,0
2840,"b'Based on the officially uploaded results, this is the tally as at 8pm 19/09/2020.  #EdoDecides2020 #BBNaija #KiddwayaTheCruiseKing #EricaOurPresident #EdoDecides #EdoElection #Edo2020 #AllEyesOnINEC #BBNaijaLockdown #OZODeyForYou #bbnajia2020 #OzoNengi #Nengi #Laycon #BBNaija2020 https://t.co/oEeOYtMpYy'", Based on the officially uploaded results this is the tally as at pm ,0
2841,"b'#EdoDecides2020  #EdoElection was a means to get rid of power from Headquarters,not a vote for competency or based on trust. I think Eze- Iyamu had the wrong clique this time... So bad'", was means to get rid of power from Headquarters not vote for competency or based on trust think Eze Iyamu had the wrong clique this time So bad ,1
2842,b'Thank you Igueben LGA  #EdoDecides2020 #EdoElection #EdoDecides', Thank you Igueben LGA ,0
2843,"b'#EdoDecides2020 LOCAL GOVERNMENT RESULTS Etsako West LGA results APC -26,140 PDP -17,959  Registered voters - 158,899 Accredited voters - 48,846  Follow our Liveblog for more updates &gt;&gt;&gt; https://t.co/ylivBgOPn3  #EdoElection #EdoDecides'", LOCAL GOVERNMENT RESULTS Etsako West LGA results APC PDP Registered voters Accredited voters Follow our Liveblog for more updates gt gt gt ,0
2844,b'This man can stay in BOUDILLION and make this senseless video .  I\xe2\x80\x99m ashame on his behalf \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f  Congratulations to @GovernorObaseki abeg \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82  #EdoDecides2020  #EdoElection https://t.co/q7liCqWjA3', This man can stay in BOUDILLION and make this senseless video xe ashame on his behalf xf xa xa xf xbc xe xe xef xb Congratulations to abeg xf xf xf ,0
2845,b'@MBuhari congratulate Yahaya Bello after the bloodbath in Kogi and Ganduje after the daylight robbery in Kano. #EdoDecides2020 I will like to see what he will do to @GovernorObaseki  #EdoElection #EdoNoBeLagos #UFCFightNight #Laycon #ManUtd #COVID19', congratulate Yahaya Bello after the bloodbath in Kogi and Ganduje after the daylight robbery in Kano will like to see what he will do to ,1
2846,"b'Breaking : @GovernorObaseki @OfficialPDPNig leads with 63,313 votes from 13 LG announce.  5 more to go.   @Tutsy22 @von_Bismack @RealSolaKuti @BabaKNaija @ose_anenih @AnthonyEhilebo   #EdoDecides2020 #EdoElection #EdoDecides https://t.co/3vvrYwkb3D'", Breaking leads with votes from LG announce more to go ,0
2847,b'My friend Edo na Lagos? Me #EdoNoBeLagos LGAs Come let go to school and learn more \xf0\x9f\xa4\xa3 #EdoElection #EdoDecides2020 https://t.co/uGZydafkKZ', My friend Edo na Lagos Me LGAs Come let go to school and learn more xf xa xa ,0
2848,"b""Please, if you're still awake, epp me crosscheck this my calculation for the 10 LGAs released so far.  #EdoElection #EdoNoBeLagos #EdoDecides #EdoDecides2020 #Torgba https://t.co/PuUn53Nhqu""", Please if you are still awake epp me crosscheck this my calculation for the LGAs released so far ,0
2849,"b'If Obaseki wins this election, expect a full-blown rebellion against godfatherism in this country. Which is for the best anyway #EdoDecides2020 #EdoElection #BreakingNews'", If Obaseki wins this election expect full blown rebellion against godfatherism in this country Which is for the best anyway ,1
2850,"b'#EdoDecides2020 LOCAL GOVERNMENT RESULTS Esan South East APC - 9237 PDP -10565  Registered voters -73907 Accredited voters -20274  UROMI Esan North LGA results APC - 6559 PDP - 13,579  Total Valid vote - 20369 Accredited voters - 20825  #EdoElection #EdoDecides EdoDecides2020'", LOCAL GOVERNMENT RESULTS Esan South East APC PDP Registered voters Accredited voters UROMI Esan North LGA results APC PDP Total Valid vote Accredited voters EdoDecides ,0
2851,"b'Edo election will show Lagos what it lacks.  People follow people who have GUTS, LIVER AND COURAGE!  #EdoDecides2020 #EdoNoBeLagos #EdoElection #ObasekiCoastsToVictory #Obaseki2020'", Edo election will show Lagos what it lacks People follow people who have GUTS LIVER AND COURAGE ,0
2852,"b'@JinaduMoshood @UGBORIRI @jarmari01 @DOlusegun @APCUKingdom @dawisu @Journalist_Mind @apcyouthomoodua @JohnFanimokun @SusanHenshaw50 @TheresaTekenah @PastorIzeIyamu @EdoStateAPC There will be chaos. The people voted for their conscience obviously and if results starts going otherwise, hell will be let loose. Simply put, Edo go burn #EdoElection #EdoDecides2020 #Obaseki2020'", There will be chaos The people voted for their conscience obviously and if results starts going otherwise hell will be let loose Simply put Edo go burn ,0
2853,"b'RESULT OF POLL: Egor LGA APC: 10, 202 PDP: 27, 621 #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/NH2NQpkhdv#EdoDecides2020'", RESULT OF POLL Egor LGA APC PDP FOLLOW LIVE ,0
2854,"b'Leader follows his ideology, Leader does not follow his relatives and friends.#EdoDecides2020 #EdoElection'", Leader follows his ideology Leader does not follow his relatives and friends ,1
2855,"b'RESULT OF POLL: Igueben LGA PDP: 7,870  APC: 5,199 votes #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/YPZ6TD1rq2#EdoDecides2020'", RESULT OF POLL Igueben LGA PDP APC votes FOLLOW LIVE ,0
2856,b'BREAKING NEWS: Here is a THREAD of the final results as announced by INEC so far in the Edo Elections according to Local Govt Areas.  Elections were held in the 18 LGAs of Edo State. #EdoDecides2020 #Edo2020 #EdoElection #EdoDecides https://t.co/RAjo3rSLZ3', BREAKING NEWS Here is THREAD of the final results as announced by INEC so far in the Edo Elections according to Local Govt Areas Elections were held in the LGAs of Edo State ,0
2857,"b'When the LORD turned again the captivity of Zion, we were like them that dream.  EDO  STATE IS FREE FROM THE EVIL GRIP OF APC.  #EdoDecides2020  #EdoElection  #EdoNoBeLagos  #BetterWithPDP   Victory dance coming...'", When the LORD turned again the captivity of Zion we were like them that dream EDO STATE IS FREE FROM THE EVIL GRIP OF APC Victory dance coming ,1
2858,"b""HAPPENING NOW: INEC's Collation Committee is set to announce the official results of the election from all local governments. Party agents are also present at the meeting.  Follow live updates here: https://t.co/k1UrTwMm7Z  #EdoDecides2020  #EdoElection  #CTVLiveTweets""", HAPPENING NOW INEC Collation Committee is set to announce the official results of the election from all local governments Party agents are also present at the meeting Follow live updates here ,0
2859,b'@saiduEtsu @Mareeyama Please how many LGs are there in Edo stateamd from the ones left where are the strong hold of Pastor Ize Iyamu and that of Gov Obaseki ? #EdoDecides2020  #EdoElection', Please how many LGs are there in Edo stateamd from the ones left where are the strong hold of Pastor Ize Iyamu and that of Gov Obaseki ,0
2860,"b'We knew what they wanted to say. they wanted to tell us to go home &amp; stay safe. But the truth is that WE WILL GO, AFTER THE RESULT HAS BEEN ANNOUNCED.  Thank you people for reminding us. We almost forgot shaa. #EdoDecides2020 @inecnigeria #SnapAndSend @OfficialPDPNig #EdoElection https://t.co/HQc0M7BHfS'", We knew what they wanted to say they wanted to tell us to go home amp stay safe But the truth is that WE WILL GO AFTER THE RESULT HAS BEEN ANNOUNCED Thank you people for reminding us We almost forgot shaa ,0
2861,b'Who edit this must be what?  #EdoElection #EdoDecides2020 https://t.co/0dOmw483ki', Who edit this must be what ,0
2862,"b""Margin is now 63000. We don't want Inconclusive stories this time around.   #EdoElection  #EdoDecides2020  #EdoDecides https://t.co/QFHVqHXoW3""", Margin is now We do not want Inconclusive stories this time around ,0
2863,b'Obaseki has over 50k votes more than Ize Iyamu after the results from 13 LGAs were collated.    5 More LGAs to go. No one should lose guard at this point.   #EdoElection  #EdoDecides2020  #EdoDecides', Obaseki has over votes more than Ize Iyamu after the results from LGAs were collated More LGAs to go No one should lose guard at this point ,0
2864,b'Could this allegations be for real.... ? If it is den dey should really be dealt with. #EdoDecides2020  #EdoElection #EdoNoBeLagos #Edoisawoke https://t.co/JriA5dFsF4', Could this allegations be for real If it is den dey should really be dealt with ,0
2865,"b'#EdoDecides2020 LOCAL GOVERNMENT RESULTS Etsako West LGA results APC -26,140 PDP -17,959  Registered voters - 158,899 Accredited voters - 48,846 @APCNigeria @PDP_2023 @BabaKNaija #EdoElection #EdoDecides'", LOCAL GOVERNMENT RESULTS Etsako West LGA results APC PDP Registered voters Accredited voters ,0
2866,b'#EdoDecides2020 #EdoElection JUST IN: Obaseki Leads Ize-Iyamu With Over 50k Votes In 10 LGAs (See Results) https://t.co/ZnhVbvHoZg  #EdoNoBeLagos #edodecide2020 #KiddwayaTheCruiseKing #Laycon https://t.co/qdCKhEcOtK', JUST IN Obaseki Leads Ize Iyamu With Over Votes In LGAs See Results ,0
2867,b'I can confidently say Obaseki has won Benin and Esan land. The issue is always with the North- My people \xf0\x9f\x98\x84 #EdoElection #EdoDecides2020', can confidently say Obaseki has won Benin and Esan land The issue is always with the North My people xf ,0
2868,"b""Liking the total collation I'm seeing so far.   #EdoElection #EdoDecides2020 https://t.co/OiGnyWdHPI""", Liking the total collation am seeing so far ,0
2869,b'@OfficialAPCNg support group don turn to @NCDCgov update handle... #EdoNoBeLagos oooo.\xf0\x9f\xa4\xa3 #EdoElection  #EdoDecides2020 https://t.co/pq4kEHxtCG', support group don turn to update handle oooo xf xa xa ,0
2870,b'The revolution for a new Nigeria has begun. The youths are now fighting for a better cause and nor killing themselves for the useless politicians anymore  #EdoElection  #EdoDecides2020  #EdoDecides  #Edo2020  #EdoNoBeLagos https://t.co/Eb6Rc6m24D', The revolution for new Nigeria has begun The youths are now fighting for better because and nor killing themselves for the useless politicians anymore ,1
2871,b'Edo state is doing well till now. I hope things continue smoothly till and after the winner is announced. #EdoElection #EdoDecides2020', Edo state is doing well till now hope things continue smoothly till and after the winner is announced ,0
2872,"b'Oshiomole said Obaseki is the power house of the wonders in his administration then, when he was in office but never knew Obaseki reserved some specific ones for today...\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 #EdoElection #EdoNoBeLagos #Edo2020 #EdoDecides2020'", Oshiomole said Obaseki is the power house of the wonders in his administration then when he was in office but never knew Obaseki reserved some specific ones for today xf xf xf xf ,0
2873,"b'#EdoDecides2020  Final Result from Uhumnwode South-South local government  APC: 5972 PDP: 10,022  FINAL RESULT OF POLL: Esan West LGA APC - 7,189 PDP - 17,433 #EdoDecides2020 #Edo2020 #EdoElection'", Final Result from Uhumnwode South South local government APC PDP FINAL RESULT OF POLL Esan West LGA APC PDP ,0
2874,"b'All of sudden, @APCNigeria has become NCDC\xe2\x80\x99s spokesman.... Instead of #EdoDecides2020 update, na #covid19 update una dey post now\xf0\x9f\xa4\xaa\xf0\x9f\xa4\xaa  #EdoDecides  #EdoElection https://t.co/oNuSMeWSXD'", All of sudden has become NCDC xe spokesman Instead of update na update una dey post now xf xa xaa xf xa xaa ,0
2875,"b'#EdoDecides2020 LOCAL GOVERNMENT RESULTS Etsako West LGA results APC -26,140 PDP -17,959  Registered voters - 158,899 Accredited voters - 48,846  Follow our Liveblog for more updates &gt;&gt;&gt; https://t.co/5YhnMUUfaG  #EdoElection #EdoDecides'", LOCAL GOVERNMENT RESULTS Etsako West LGA results APC PDP Registered voters Accredited voters Follow our Liveblog for more updates gt gt gt ,0
2876,"b""This is whats happens when a people are tired of a system. They don't need motivation to pass their message at least this is their best form of protest against a government that has given them way less than they promised. #EdoDecides2020 #EdoElection https://t.co/tiicXLfKg0""", This is what is happens when people are tired of system They do not need motivation to pass their message at least this is their best form of protest against government that has given them way less than they promised ,0
2877,b'Wahala wear bicycle for here oh Una don take over from NCDC #EdoElection  #EdoDecides2020  #Torgba  #EdoNoBeLagos https://t.co/QDvYlrs0KF', Wahala wear bicycle for here oh Una don take over from NCDC ,0
2878,"b""I'm proud of this history in our dear state.... I'm proud of my governor @GovernorObaseki and my party @OfficialPDPNig... Thank you HE @GovWike @seyiamakinde @IAOkowa @MrUdomEmmanuel @PBenayade... Above all to lovers of Democracy.. #EdoDecides2020 #EdoNoBeLagos #EdoElection #Edo https://t.co/qQIPohKhyO""", am proud of this history in our dear state am proud of my governor and my party Thank you HE Above all to lovers of Democracy ,0
2879,b'Wahala wear bicycle for here oh Una don take over from NCDC #EdoElection  #EdoDecides2020  #Torgba  #EdoNoBeLagos https://t.co/KED0MkXGfj', Wahala wear bicycle for here oh Una don take over from NCDC ,0
2880,"b'@APCNigeria You left #EdoDecides2020 upates &amp; start discussing #COVID19Nigeria #COVID19,has the flogging in #EdoDecides2020 #EdoElection started causing you depression?#EdoNoBeLagos'", You left upates amp start discussing has the flogging in started causing you depression ,0
2881,"b'Honestly, they cannot rig this one again. Obaseki made a very smart move by digitalizing the process. #EdoElection  #EdoDecides2020 #EdoNoBeLagos'", Honestly they cannot rig this one again Obaseki made very smart move by digitalizing the process ,1
2882,"b'Gov Obaseki Coasts To Victory, Wins Polling Unit  Governor Godwin Obaseki of the Peoples Democratic Party (PDP) has won his polling unit in Oredo Ward 4, Unit 19.  Full story on Instagram @teleblognaija  #EdoDecides2020 #EdoDecides #EdoElection #BBNaija #KiddwayaTheCruiseKing https://t.co/BiAeXRdsCm'", Gov Obaseki Coasts To Victory Wins Polling Unit Governor Godwin Obaseki of the Peoples Democratic Party PDP has won his polling unit in Oredo Ward Unit Full story on Instagram ,0
2883,b'HON AGBONS (APC) CAUGHT TAKING SOME INEC OFFICIALS TO THUMBPRINT RESULTS  #edoelection #EdoDecides2020 #EdoDecides #BBNaija #KiddwayaTheCruiseKing #EricaOurPresident https://t.co/gFeh1KnoMr', HON AGBONS APC CAUGHT TAKING SOME INEC OFFICIALS TO THUMBPRINT RESULTS ,0
2884,"b'So today, we are not necessarily protecting @GovernorObaseki or saying @OfficialPDPNig is the best party, we are only letting you know that we know what we want and with time, we will force you to accept our choice. #EdoNoBeLagos  #EdoDecides2020 #EdoDecides #EdoElection #Edo2020'", So today we are not necessarily protecting or saying is the best party we are only letting you know that we know what we want and with time we will force you to accept our choice ,0
2885,"b'Kwarans end the politics of godfatherlism , #EdoDecides2020 is already showing the same. Dear Lagosians, you can do it to. #EdoElection #EdoElection'", Kwarans end the politics of godfatherlism is already showing the same Dear Lagosians you can do it to ,0
2886,"b'Final Result Of The 10th Local Government Area, Uhunmwonde, Announced PDP: 10,022 APC: 5,972 #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/eQ9BlBfpLJ https://t.co/dTbQuXyFVs'", Final Result Of The th Local Government Area Uhunmwonde Announced PDP APC FOLLOW LIVE ,0
2887,"b'FINAL RESULT OF POLL: Esan West LGA APC - 7,189 PDP - 17,433 #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/eQ9BlBfpLJ'", FINAL RESULT OF POLL Esan West LGA APC PDP FOLLOW LIVE ,0
2888,"b'RESULT OF POLL: Egor LGA APC: 10, 202 PDP: 27, 621 #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/eQ9BlBfpLJ'", RESULT OF POLL Egor LGA APC PDP FOLLOW LIVE ,0
2889,b'Bola Tinubu made @OfficialPDPNig victory easier in #EdoElection with that his ill-advised and senseless broadcast. What was he thinking? #EdoDecides2020', Bola Tinubu made victory easier in with that his ill advised and senseless broadcast What was he thinking ,0
2890,"b'Please when they give you the money to vote , will they watch which party you voting for and must you show them ?  #EdoElection  #EdoDecides2020'", Please when they give you the money to vote will they watch which party you voting for and must you show them ,0
2891,"b'Today, we shall once again put justice and fairness over political godfatherism that has not brought any gain to us but waste, in so many ways. We care less about party, we care more about our voice and mandate. #EdoNoBeLagos  #EdoDecides2020 #EdoDecides #EdoElection #Edo2020'", Today we shall once again put justice and fairness over political godfatherism that has not brought any gain to us but waste in so many ways We care less about party we care more about our voice and mandate ,1
2892,b'The @APCNigeria suddenly forgot that the good people of Edo state were brave enough to stand when mandate was stolen by the @OfficialPDPNig some years ago. We shall always put the truth before party affiliations. #EdoNoBeLagos  #EdoDecides2020 #EdoDecides #EdoElection #Edo2020', The suddenly forgot that the good people of Edo state were brave enough to stand when mandate was stolen by the some years ago We shall always put the truth before party affiliations ,0
2893,b'Me waiting for the final result... #EdoNoBeLagos #EdoDecides2020 #EdoElection #ObasekiForGovernor #ObasekiCoastsToVictory #Obaseki2020 https://t.co/tCGM8J2q07', Me waiting for the final result ,0
2894,"b'Let it be known that for us, the good people of Edo state, this election is about justice and equity; fairness and democracy. We say no to godfatherism. We vote for the truth. We vote peace!  #EdoDecides2020 #EdoDecides #EdoElection #EdoNoBeLagos #Edo2020'", Let it be known that for us the good people of Edo state this election is about justice and equity fairness and democracy We say no to godfatherism We vote for the truth We vote peace ,1
2895,b'Except I hear from @inecnigeria no results coming from #EdoDecides2020 #EdoDecides #EdoElection #Edo2020 #EdoNoBeLagos @ConnectEDO in favour of @OfficialPDPNig @GovernorObaseki will move me. D PDP must guard it votes. Who announces the last results is d king of d jungle. Be wise https://t.co/0nBRWZhGoP', Except hear from no results coming from in favour of will move me PDP must guard it votes Who announces the last results is king of jungle Be wise ,0
2896,"b'@bashirsoja @GovUmarGanduje Thank you for coming. So, when are you leaving?  #EdoDecides2020 #EdoDecides #EdoElection #EdoNoBeLagos #Edo2020'", Thank you for coming So when are you leaving ,0
2897,"b""Where is Tony Kabaka Where is @gloria_adagbon Where is @DOlusegun  It's almost 5am PDP faithful are gathered at collation centres across Edo state mounting vigilant, cooking and chanting #EdoNoBeLagos  #EdoDecides2020 #EdoElection""", Where is Tony Kabaka Where is Where is it is almost am PDP faithful are gathered at collation centres across Edo state mounting vigilant cooking and chanting ,0
2898,"b'BREAKING: Obaseki leading Ize-Iyamu with over 13,000 votes after 3 LGAs  Check full story on Instagram @teleblognaija  #EdoDecides2020 #EdoDecides #EdoElection #BBNaija #GbeduWithLaycon https://t.co/RQrpSM8VWV'", BREAKING Obaseki leading Ize Iyamu with over votes after LGAs Check full story on Instagram ,0
2899,b'All efforts must be made to ensure maximum transparency in the collation of results statewide. Accredited election observers should be allowed unhindered access to all collation centres. @inecnigeria #EdoElection #EdoDecides2020 #edodecide2020 #edoelection2020 @InecNews', All efforts must be made to ensure maximum transparency in the collation of results statewide Accredited election observers should be allowed unhindered access to all collation centres ,0
2900,"b'#O men! Do you know the kind of #Weather, that will be doing you like, make you enter the inside of your #Bed \xf0\x9f\x9b\x8c and sleep.  Well the weather is ok for the elections sha.  #EdoDecides2020 #EdoDecides #EdoElection #Edo2020 #edodecide2020 #GbeduWithLaycon #MUNCRY #bbnajia2020.'", men Do you know the kind of that will be doing you like make you enter the inside of your xf and sleep Well the weather is ok for the elections sha ,0
2901,"b""@Theonlytips Hahahhaaaa. We can't be deceived. This is Edo state. #EdoNoBeLagos   #EdoDecides2020 #EdoDecides #EdoElection #EdoNoBeLagos #Edo2020""", Hahahhaaaa We can not be deceived This is Edo state ,0
2902,b'E Don Happen #EdoDecides2020  #EdoNoBeLagos  #EdoElection https://t.co/MbbrbYYlxI', Don Happen ,0
2903,"b'BREAKING: Pastor Osagie Ize-Iyamu has been defeated in his LGA, Orhionmwon in the Edo Governorship election. He also did not win any LGA in his Edo South Senatorial District #EdoDecides2020 #EdoElection https://t.co/Dcj4LGTqdp'", BREAKING Pastor Osagie Ize Iyamu has been defeated in his LGA Orhionmwon in the Edo Governorship election He also did not win any LGA in his Edo South Senatorial District ,0
2904,"b'BREAKING: Results From Seven LGAs Announced, Eleven Being Expected -- Obaseki Has Five, Ize-Iyamu Two #EdoDecides2020 #Edo2020 #EdoElection  FOLLOW LIVE: https://t.co/71fVUZyQiX https://t.co/eRCOdkdYVg'", BREAKING Results From Seven LGAs Announced Eleven Being Expected Obaseki Has Five Ize Iyamu Two FOLLOW LIVE ,0
2905,"b""@PDPVanguard Well, when we told them that #EdoNoBeLagos, they didn't believe us. Their eyes don clear now!!! Cowardice is never found in Edo state!  #EdoDecides2020 #EdoDecides #EdoElection #EdoNoBeLagos #Edo2020""", Well when we told them that they did not believe us Their eyes don clear now Cowardice is never found in Edo state ,1
2906,b'#EdoDecides2020 #EdoNoBeLagos #Edo2020 #EdoElection #EdoDecides #SnapAndSend #AllEyesOnINEC Edo 2020 Election: Edo Election Results From LGAs Announced By INEC https://t.co/4KbfTffGwl', Edo Election Edo Election Results From LGAs Announced By INEC ,0
